Oireachtas_RX,RT @Thouxic: Know how to make work pay? Make wages pay. #budget16 just more public subsidies for shit employers,
CorriganSays,RT @Failte_Ireland: Today we welcome the retention of pro-tourism budget measure #budget16 @Paschald http://t.co/Umi8sWiotI http://t.co/hf8…,
geraghty040,RT @caulmick: .@CathMurphyTD 'We are hammered by paying back debt rather than investing in our society ' #dail #budget16 http://t.co/xni1bG…,
hicks_hugh,RT @ronanburtenshaw: Gotta love govt cutting capital gains tax for "self-employed" in #Budget16. Self-employed people everywhere asking wtf…,
WWinters_,RT @TedLeddy: According to Pearse Doherty it's "disgusting" to give people earning 60k a tax cut #drivetime #budget16,
Louiseinflight,RT @BarbaraMSmyth: The extra year preschool child care does not go far enough to help lone parents of over 7's entering employment #Budget16,
AdamCork2015,RT @Ryanair: Here's ten things to do for under a tenner in Cologne http://t.co/NukuaSF9Ds  #Budget16 http://t.co/tTAy5CaTlw,
nycinews,RT @powerian: .@boucherhayes right in saying not a lot for young people in #Budget16 but 62% of 18-25s voted in last general (avg. 70%)- we…,
HotelCrow,Ron here's the deal: http://t.co/4GpvnV9FUd #budget16 #larmiljonorr15,
xtom,RT @CathMurphyTD: "I spoke to a guard yesterday with mortgage difficulties who was told by bank to drop 'luxury' items including life insur…,
BredaMac12,RT @sinnfeinireland: .@PearseDoherty will be on the Six One news shortly to air his views on #Budget16,
Ryanair,Here's ten things to do for under a tenner in Cologne http://t.co/NukuaSF9Ds  #Budget16 http://t.co/tTAy5CaTlw,
NeilWarner88,Inheritance tax cut but nothing for young unemployed people? Shocking and shameful #budget16,
beyourownreason,RT @sinnfeinireland: .@PearseDoherty will be on the Six One news shortly to air his views on #Budget16,
VonHatchet,RT @caulmick: .@CathMurphyTD 'We are hammered by paying back debt rather than investing in our society ' #dail #budget16 http://t.co/xni1bG…,
ReadaCronin,Homeless charities Simon+Threshold have criticised #Budget16 but Bold Alan Kelly has rejected claims and criticised them. In other news.....,
daviddooner,RT @COPEGalway: 9 people known to be rough sleeping in Galway City last night. Govt must incentivise landlords to accept low income tenants…,
CorriganSays,RT @Failte_Ireland: Today we welcomed continuation of reduced rate of 9% VAT for hospitality sector #budget16 http://t.co/Umi8sW0N58 http:/…,
Trickstersworld,RT @caulmick: .@socdems 'We can do things differently cherish the children distressed by homelessness'  #dail #budget16 http://t.co/7dGn0E…,
RH7745,#Budget16 Easy. #FreeCannabis Love will win. It's medicine and not snake oil. Love will win,
VinnyFoley,RT @SportforBusines: Minister Ring reveals €126 M for sport in #budget16 €25 M for National Sports Campus. More in morning.,
KegTek,RT @IHFcomms: Tourism VAT rate will enable us to compete more effectively abroad for holidaymakers #Budget2016 #Budget16 http://t.co/9kyip1…,
Laura_E_Collins,RT @CathMurphyTD: "If what occurred today was a film it would be called 'Back to the Future' with sequel 1 being 2002 sequel 2 being 2007 …,
daithigorman,RT @ronanburtenshaw: €50 million in #Budget16 for Rising commemorations €17 million for the homelessness crisis. Reminds me of a quote. ht…,
Sarah_Clare92,Pity the price of #freddobars didn't get reduced in #budget16 I mean it's 30 cent for one these days. Absolutely shocking!!! ?,
dalemcdermott,A budget that rewards work helps families and secures the recovery. This is how you run a country. Prudence.  #budget16,
paulhayesman,RT @obraonain: Number of protesters now outside Leinster House gates after #budget16 : 0 http://t.co/RrcuzpzKuK,
ger_mccann,RT @UNITE_Union_IRE: @notesonthefront on @lstwrd points out number of people experiencing multiple deprivation has doubled over past number…,
CiaraFK,Good news for us in #budget16 on usc cuts #betterthannothing!,
CllrAaron,RT @sburx: #budget16 claims €900M xtra 4 health totally disingenuous at its best its €100m more not enough to provide same level of serv…,
genieoregan,#budget16 Ah the promises... https://t.co/A9YfcAZjJM http://t.co/nbuE28a8zT,
VonHatchet,RT @jonathanhealy: Safe enough to reopen Molesworth Street lads. Whatever ye were preparing for didn't happen. #budget16 http://t.co/CodMT…,
sinnfeinireland,.@PearseDoherty will be on the Six One news shortly to air his views on #Budget16,
Oireachtas_RX,RT @ronanburtenshaw: €50 million in #Budget16 for Rising commemorations €17 million for the homelessness crisis. Reminds me of a quote. ht…,
maryharryheff,RT @caulmick: .@CathMurphyTD 'We are hammered by paying back debt rather than investing in our society ' #dail #budget16 http://t.co/xni1bG…,
beyourownreason,RT @Bankofisland: Enda making shapes at Mary Lou during her speech ! #budget16 #vinb #cblive http://t.co/f4nlHsB25s,
nicolamlyons,RT @gavreilly: 600 new Gardaí next year - maybe we could make better use of the ones we already have too... #budget16 http://t.co/LFoHHdCNMD,
JohnOB21,RT @KeithM: Only €17m for homelessness but €50m to celebrate 1916. Even those in the GPO in 1916 must be cringing in embarrassment #budget16,
OireachtasNews,Finian McGrath TD Ind is now making his statement on #Budget16 watch it live here http://t.co/j0rOhc1EyN,
Slider101,RT @caulmick: 'Who speaks of Syriza now' says Howlin as he sneers at Paul Murphy.  Guess who'll have the last laugh! #budget16 http://t.co/…,
caulmick,.@CathMurphyTD 'We are hammered by paying back debt rather than investing in our society ' #dail #budget16 http://t.co/xni1bGdXB2,
Sharrow_ie,RT @MaureenOSTD: Gov stop boasting about unemployment.. Back to work schemes part time & zero hour contracts emigration & poor Min wage #…,
MahonyNicola,RT @Ray_Shah: I see in the papers some of the 'bribes' the governments are offering us so we'll vote them back in #Budget16 http://t.co/oRT…,
cloneywill,RT @CathMurphyTD: "I spoke to a guard yesterday with mortgage difficulties who was told by bank to drop 'luxury' items including life insur…,
planitpres,RT @icsh_ie: NAMA to deliver 20000 homes over 100 sites in next 5yrs. 90% in Gtr Dublin area #budget16,
Cbarron15,RT @BordGaisEnergy: Here are our #HelpfulHighlights for your family #Budget16 https://t.co/MJvRHdblCR,
sburx,@campaignforleo & Kalthleen Lynch won't give costings 4 new measures in #budget16 altho conceded €35M 4 mental health €8m+ 4 kid's therapies,
GarryCaroline,RT @Independent_ie: #Budget16: Free GP care 'to be extended to 12-year-olds' http://t.co/aqzLbFFZ5n http://t.co/Cb8IkiIJOL,
conflictmediate,RT @TheUSI: #EducationIs worth protecting and not about buying votes #budget16 - students not worth it?  https://t.co/UPS3FGloYL,
slowedmind,RT @Bankofisland: Enda making shapes at Mary Lou during her speech ! #budget16 #vinb #cblive http://t.co/f4nlHsB25s,
fernwehed,RT @powerian: .@boucherhayes right in saying not a lot for young people in #Budget16 but 62% of 18-25s voted in last general (avg. 70%)- we…,
KevinMcL_EY,Just arrived and looking forward to this evening’s EY’s #budget16 Briefing at The Marker Hotel http://t.co/gs47hsZUxB,
JezNoir,RT @SocDems: Even more astonishing is ZERO provision for Mental Health Services despite a youth suicide rate that's 2.5 times the EU averag…,
justin_casey_84,RT @AnsbacherK: Youth unemployment ignored for the benefit of job bridge employers #budget16,
DernNiC,As a non-smoker I don't mind making cigarettes more expensive. But as a shop worker this is going to make giving change a bitch. #budget16,
greentak,RT @PaulFedayn: Bit confused. Which corporation tax rate will the big Co.'s be evading now is it 2% 6.5% or 12%? #budget16,
elbertwomey,Shame #budget16 doesn't yet appear to have tackled Our Huge Issue of #homelessness #vulnerablepeople,
joannatuffytd,RT @garethoconnor: Child benefit up by €5 per child #budget16,
BLAccountingTax,My summary of the tax measures in today's budget http://t.co/icD5yAnwrx #budget16,
ElizaTMullaney,#budget16 €3 increase for pensioners - that's the hot water bottle catered for!,
BRegsBlog,RT @icsh_ie: NAMA to deliver 20000 homes over 100 sites in next 5yrs. 90% in Gtr Dublin area #budget16,
greentak,RT @CathMurphyTD: "If what occurred today was a film it would be called 'Back to the Future' with sequel 1 being 2002 sequel 2 being 2007 …,
irishvpn,No #HomeAndAway on @rteone earlier due to #budget16.See it now on @RTE2 or on-demand later… http://t.co/zAbnbTlOvJ http://t.co/kZ0jR9q36B,
CathMurphyTD,"We've squandered an opportunity and the #budget16 will become yet another sequel in this sorry saga",
PriscillaLynch,RT @roinnslainte: .@KathleenLynchTD - expansion of child speech & language therapy in primary care - early interventions #budget16 http://t…,
liamcunningham1,RT @WhistleIRL: Re #budget16  the people of Ireland are eternally grateful to €nda & @joanburton for this http://t.co/ifl8wck9QC http://t.…,
tricia_irl,€50m for commemorative events in 2016. Get in there ? #budget16,
NeilWarner88,Capital gains tax cut:cause encouraging financial speculation never went wrong in Ireland before #budget16,
pwcireland,RT @TaxinIreland: What will Irelands new CbC reporting rules mean for your company? http://t.co/2qeuphZTsz  @pwcireland #PwCBgt16 #budget16,
hennessymm,RT @BrianCVC: Rather than hitting the bullseye I fear this budget has not even hit the bull's arse... https://t.co/qZlHLBd1jE @Richardbrut…,
aidanodr,For entreprenuers selling biz https://t.co/1hQUUANRJ7  MT @CityTrustHQ Capital gains tax for self employed down from 33% to 20% #budget16,
jf_pauly,RT @MurphyVincent: #Budget16 summary: Govt - Have a week's wages back Opposition: Missed opportunity what about rent? Everyone else: What …,
CCampbell89_,RT @BordGaisEnergy: Here are our #HelpfulHighlights for your family #Budget16 https://t.co/MJvRHdblCR,
GerardBrennan3,RT @CathMurphyTD: "I spoke to a guard yesterday with mortgage difficulties who was told by bank to drop 'luxury' items including life insur…,
Seve_Ire,RT @ger_mccann: #budget16 in short poor get a €10 a week unless your blind or on disabilities in which case you get fuck all €20 for mid…,
TusNua,#budget16 Just looking at independents reply to budget. Excellent contribution from Clare Daly no notes there my kinda politician.,
AndyCoote1,#budget16 should I be grateful for getting SOME of my money back ? You owe me a hell of a lot more lads !!,
wearerabble,RT @Bankofisland: Enda making shapes at Mary Lou during her speech ! #budget16 #vinb #cblive http://t.co/f4nlHsB25s,
WaterfordMBN,RT @CathMurphyTD: "We can predict at this point that children will be homeless during next year's commemoration ceremonies." #budget16,
KIRMovement,#GiveTwitterASlogan. #ONELOVE https://t.co/7pZLCnStYo  #AMAs #Pitchfork #Conde #BonitaApplebum #PharrellFact #MNF #TI #budget16 #TravisScott,
gramww,RT @WhispersNewsLTD: WWN #Budget16: members of Young Fine Gael working tirelessly to fill comments section of The Journal with positive com…,
xtom,RT @OireachtasNews: Catherine Murphy TD SD is now making her statement on #Budget16 watch it live here http://t.co/j0rOhc1EyN,
Jessie_Matlock,https://t.co/4jGnlHrjbC #NoBraDay #budget16 #AMAs #MH17 Don't forget to consider the truth of this video. Be prepared.,
FraffieB,RT @AilbheConneely: Strongest opposition contribution on #budget16 by @ClareDalyTD,
IndoBusiness,#Budget16: The expert reaction from the business world http://t.co/UMhn84MSX4 #Analysis,
Independent_ie,#Budget16: The expert reaction from the business world http://t.co/ov9CU5LCHK #Analysis,
FrankFeighan,RT @JohnLyonsTD: Free GP care extended to all U 12's subject to successful negotiation with GP's ? #budget16,
las2950,RT @caulmick: .@ClareDalyTD '700000 people are surviving on an income of less than € 13k' what does that say of our society? #dail #budget…,
Alser82,I seriously need to reconsider having children.....  #Budget2016 #budget16,
Sarah_Clare92,RT @dublin_girlo: They better not touch the naggins! #JusSayin #Budget16,
joannatuffytd,RT @JohnLyonsTD: Free GP care extended to all U 12's subject to successful negotiation with GP's ? #budget16,
CathMurphyTD,"I spoke to a guard yesterday with mortgage difficulties who was told by bank to drop 'luxury' items including life insurance" #budget16,
AlbertVangorder,RT @Independent_ie: Christmas bonus to be increased while cigarette prices will see rise of 50 cent #Budget16 http://t.co/n5zYqmBcFB,
joannatuffytd,RT @susanokeeffe: Value of Respite Care Grant restored to €1700 #budget16,
kevindoyle78,RT @okmick: Going on @GameOn2FM with @BDOIreland to talk sport and the budget.. More in it on closer inspection than you might think #Budge…,
orwell4ever,RT @MaryLouMcDonald: #Budget16 Today #fglab failed the test to commit to sorting the #homeless. Over 1000 children sleep in emergency acco…,
Castletonian,RT @PaddyORuadhan: Changes to USC in #budget16 mean 700k workers now exempt. That means there are 700k workers in country earning less than…,
icaniwont,I really resent the way the Gov plays the political game.Throw us a few extra euros & hope we vote um back in. No getting stuck in #budget16,
ShehabMoustafa,RT @ShonaMurrayNT: Irish Gov pledges €25 million in funds for #refugeeswelcome coming to Ireland in #budget16 #refugeecrisis @RefugeesMedia…,
LillyBynn,"@Seamas_deFaoite: No matter how good a Budget might be Ruth Coppinger would never be satisfied. #Budget16" Quite rightly.,
johngosullivan,RT @SportforBusines: Minister Ring reveals €126 M for sport in #budget16 €25 M for National Sports Campus. More in morning.,
PaulBerensheide,RT @sundaybusiness: Here's how much the @IRLDeptFinance estimate a single person on the minimum wage will gain from #budget16 http://t.co/g…,
GerardBrennan3,RT @UNITE_Union_IRE: Unite's @notesonthefront on @lstwrd points out all Social Protection recipients except pensioners will experience real…,
sjayc,RT @siliconrepublic: #ICYMI: 9 science and tech stories you must read this Tuesday  https://t.co/vEVfAdoceB #budget16 http://t.co/QrQ5LoEczP,
j_nij2015,RT @Eric_Vetter: 3 milliards d'euros d'économies non documentés dans le #budget16. La farce continue. La faillite en vue. http://t.co/oeVFk…,
AnneRenua,RT @lthugh: So how are you fixed after #budget16 Look here http://t.co/9H8jy2VSJx,
MoranPaul52,2 pretenders @labour @FineGael #vinb #budget16 http://t.co/AzDXsZyymN,
clharris_ucc,RT @DustinOfficial: Just bought a 161 BMW A Graham Knuttel painting and a Holiday home in Cape Verdi(off the plans) on me credit card.  #b…,
PaulSweeney,RT @BrianCVC: My quick and dirty budget summary for entrepreneurs. Depressing confirmation that govt doesn't get it... #budget16 http://t.c…,
TaxinIreland,What will Irelands new CbC reporting rules mean for your company? http://t.co/2qeuphZTsz  @pwcireland #PwCBgt16 #budget16,
Trickstersworld,RT @Bankofisland: Enda making shapes at Mary Lou during her speech ! #budget16 #vinb #cblive http://t.co/f4nlHsB25s,
williamspat929,RT @CathMurphyTD: "If what occurred today was a film it would be called 'Back to the Future' with sequel 1 being 2002 sequel 2 being 2007 …,
2RevItUp,The Gardaí locked down Kildare St. today in case anyone came in to complain about the budget.  #budget16 http://t.co/OjkArWtWzo,
Castletonian,RT @CathMurphyTD: "We can predict at this point that children will be homeless during next year's commemoration ceremonies." #budget16,
PriscillaLynch,RT @roinnslainte: Free GP care for children 11 & under subject to negotiations w/IMO - @campaignforleo & @KathleenLynchTD #budget16 http://…,
AnneRenua,RT @WhispersNewsLTD: WWN #Budget16: Dáil bar will stay open to 3am tonight for a post-budget DJ set by David McWilliams http://t.co/ZVPr4yk…,
caulmick,.@socdems 'We can do things differently cherish the children distressed by homelessness'  #dail #budget16 http://t.co/7dGn0EQU07,
karaisma,RT @caulmick: .@ClareDalyTD '700000 people are surviving on an income of less than € 13k' what does that say of our society? #dail #budget…,
MissAineON,Does anyone else think @PearseDoherty is hot when he gives out? Lol #budget16 ?,
RJD2304,RT @anaghrust: Keep an eye out for PwC’s Budget Calculator to see how #Budget16 affects you. @PwCIreland http://t.co/0Kh7u768tt,
mickfealty,RT @sburx: #budget16 claims €900M xtra 4 health totally disingenuous at its best its €100m more not enough to provide same level of serv…,
Irelandtoday_,Help us with #crowdfuning! For those still smoking with the #budget16 rise drop those cigarettes & donate a €1 https://t.co/tW0DtpdxiM,
chrisbe74023413,RT @garvangrant: BREAKING: Millions of Irish people fall into deep coma as Minister for Finance Michael Noonan reads out #Budget2016. #budg…,
PaulFedayn,RT @CathMurphyTD: "If what occurred today was a film it would be called 'Back to the Future' with sequel 1 being 2002 sequel 2 being 2007 …,
maryharryheff,RT @Ulysiusr: For Feck's sake  went out this morning and bought a crate of #jacobscreek shiraz and filled car up with #diesel #justincase …,
PierceKennedy,4.8+ million live in #Ireland... 17% DONT have bank accounts?Yet #fglab seeks to remove use of money for bank cards. #budget16 #vinb #rtept,
greentak,RT @caulmick: 'Who speaks of Syriza now' says Howlin as he sneers at Paul Murphy.  Guess who'll have the last laugh! #budget16 http://t.co/…,
jonny8912,RT @CathMurphyTD: "If what occurred today was a film it would be called 'Back to the Future' with sequel 1 being 2002 sequel 2 being 2007 …,
catcherys,RT @CathMurphyTD: "We can predict at this point that children will be homeless during next year's commemoration ceremonies." #budget16,
giddyboy11,RT @TJ_Politics: Michael McGrath: They told us they would burn the bondholders all they did was burn their election promises #budget16,
davegantly,RT @dayvyg: "Who speaks of Syriza now?" asks Howlin openly revelling in the Troika's destruction of Greek society which his party cheered …,
IanDinan,RT @sundaybusiness: Here's how much the @IRLDeptFinance estimate a single person on the minimum wage will gain from #budget16 http://t.co/g…,
RJD2304,RT @MCarpwc: /….they would perhaps have hoped for more” - PwC’s @jtynan speaking on @drivetimerte #PwCBgT16 #Budget16 @pwcireland,
Castletonian,RT @WillekeVE: The "squeezed middle" soothed for 2016 elections. The "sensationally-squeezed bottom" now look gigantically forgotten #budge…,
RefugeesMedia,RT @ShonaMurrayNT: Irish Gov pledges €25 million in funds for #refugeeswelcome coming to Ireland in #budget16 #refugeecrisis @RefugeesMedia…,
PaddyORuadhan,Changes to USC in #budget16 mean 700k workers now exempt. That means there are 700k workers in country earning less than 13k. #whoserecovery,
gavinjgallagher,RT @BrianCVC: Rather than hitting the bullseye I fear this budget has not even hit the bull's arse... https://t.co/qZlHLBd1jE @Richardbrut…,
ger_mccann,#budget16 in short poor get a €10 a week unless your blind or on disabilities in which case you get fuck all €20 for middle and rich.?,
ConorStitt,RT @powerian: .@boucherhayes right in saying not a lot for young people in #Budget16 but 62% of 18-25s voted in last general (avg. 70%)- we…,
CathMurphyTD,"We can predict at this point that children will be homeless during next year's commemoration ceremonies." #budget16,
PaudieCoffey,RT @merrionstreet: Govt committed to delivering more & better quality mental health care in the community @roinnslainte @KathleenLynchTD #b…,
pajocan,RT @NewstalkFM: #budget16 in a nutshell. http://t.co/mFYAwLPZSh,
LyonsCalzo,RT @sundaybusiness: Good news for those on the minimum wage as well as new fathers contained in #budget16 http://t.co/Cyr1Try7wm,
mickfealty,RT @OireachtasNews: Catherine Murphy TD SD is now making her statement on #Budget16 watch it live here http://t.co/j0rOhc1EyN,
IanDinan,FF is opposing the Govt’s tax rate cuts and still wants a 51% rate of tax on low to middle income earners.  @ghook  #budget16,
EmmaJaneDempsey,The Biggest Losers - a look at the budget in context #budget16 #housingcrisis #Homelessness  http://t.co/Zo6Rc218bQ,
Digital_Ireland,Budget 2016: What does it mean for your pocket? Big winners will be self-employed & families http://t.co/QFWcgz2xRq #budget16,
RunFlo,RT @RoisinMilmoe: #Budget16 fun and games @pwcireland today! #PwCBgt16 http://t.co/Sc2Vs6lJLc,
amsydames,RT @sburx: @campaignforleo admits health #budget16 not at pre-crisis levels contrary to what Howlin said in the Dail today http://t.co/CWRH…,
NChildersMEP,RT @sburx: #budget16 claims €900M xtra 4 health totally disingenuous at its best its €100m more not enough to provide same level of serv…,
KarlFfrench,50cent added to a pack of cigarettes ?#budget16 http://t.co/n2Uc0lapdg,
ChristinaMcS,Empty streets except for Gardaí and a few politicians.  #Dublin #budget16 http://t.co/agxttjM0gN,
BenyDorm,RT @BKilmartinIT: Big winners: double-income two-child household with both adults on €70k a year. #budget16  http://t.co/XB5W1bKTig http:/…,
Castletonian,RT @UNITE_Union_IRE: Unite's @notesonthefront on @lstwrd points out all Social Protection recipients except pensioners will experience real…,
GarFitz1,RT @caulmick: 'Who speaks of Syriza now' says Howlin as he sneers at Paul Murphy.  Guess who'll have the last laugh! #budget16 http://t.co/…,
BDOIreland,RT @okmick: Going on @GameOn2FM with @BDOIreland to talk sport and the budget.. More in it on closer inspection than you might think #Budge…,
sundaybusiness,Here's how much the @IRLDeptFinance estimate a single person on the minimum wage will gain from #budget16 http://t.co/gl0q4eA5Gi,
Pillar_Citizen,RT @PaddyORuadhan: #budget16 god can RTE sound more optimistic about this budget.  Blowing trumpets for every crumb thrown to the masses. a…,
reginacasey13,Big mistake lowering corporation tax for 'knowledge development firms'- lets just make the rich richer #budget16,
CiaranLyng,The contrast between #budget16 and the mess @FineGael/@labour inherited is remarkable. It has been a very impressive government.,
nollaigkelly,RT @IrelandUncut: "These measures mean an extra week's pay for all employees" Michael Noonan  #Budget16 #GE16 #RTEpt #BetterWithSF @rte htt…,
kingswood12,RT @Independent_ie: Explainer: The three most-talked about things from #Budget16 http://t.co/TQ7pdkQRO4 http://t.co/DkDT0Wuchx,
powerian,.@boucherhayes right in saying not a lot for young people in #Budget16 but 62% of 18-25s voted in last general (avg. 70%)- we do vote/care!,
RJD2304,RT @pwcireland: No more boom and bust. Every measure in #Budget16 designed to grow economy and increase living standards http://t.co/gwKkPc…,
patmontague,RT @DonallGeoghegan: Today's #childcare package #Budget16 a welcome first step in signif sustained investment say @EarlyChildhdIRL  https:…,
BKilmartinIT,Big winners: double-income two-child household with both adults on €70k a year. #budget16  http://t.co/XB5W1bKTig http://t.co/bPFAkmNswl,
MarkHolt4,???????????????????????? #budget16,
EarlyChildhdIRL,RT @DonallGeoghegan: Today's #childcare package #Budget16 a welcome first step in signif sustained investment say @EarlyChildhdIRL  https:…,
OireachtasNews,Catherine Murphy TD SD is now making her statement on #Budget16 watch it live here http://t.co/j0rOhc1EyN,
RJD2304,RT @GrahamOwensPwC: Pop over to @pwcireland to understand what #Budget16 actually means for you and your business #PwCBgt16,
